kingdom,phylum,subphylum,class,superorder,order,suborder,family,genus,scientific,lat,long,dep,group,size
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,35.9100,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,35.9100,126.3500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,35.9900,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,35.9900,126.4800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,35.9900,126.5700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.0700,125.1200,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.1000,125.8400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.1000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.1000,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.2400,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.2400,126.4700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.2500,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.2500,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.2500,126.4700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.3600,125.9800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.3600,126.4900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.3800,125.9900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.4500,125.8800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.4500,126.2800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.4500,126.2800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.4500,126.4500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.4500,126.4500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.5700,126.0100,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.7100,125.8900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,36.7400,126.0300,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.0000,126.7000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.4000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.5000,125.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.5000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Leodamas rubra,37.7000,124.8000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.5200,126.0600,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.5500,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.5800,126.4400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.6400,125.1200,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.6900,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.7700,126.0800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.8000,126.4800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.8400,125.9700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9000,126.3500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9100,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9900,126.0500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9900,126.4800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9900,126.4800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,35.9900,126.5700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.0400,125.1200,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.3500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1000,126.5100,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.1800,126.0800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2500,125.8400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2500,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2500,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2500,126.4700,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2600,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.2600,126.3500,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.3100,126.1600,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.3600,125.9800,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.3800,125.7100,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.4600,125.6400,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.5700,126.0100,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.7100,125.6900,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.7100,125.9300,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.9100,125.9200,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,36.9400,125.7100,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.0000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.1000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.1000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.3000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.3000,126.7000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.4000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.4000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.5000,125.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.5000,125.4000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.5000,126.3000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.5000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.5000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.6000,125.8000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.6000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.6000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,37.7000,124.8000,,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,75.9983,129.9800,53,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,77.2500,135.0083,44,pol,
Animalia,Annelida,,Polychaeta,,,,Orbiniidae,Scoloplos,Scoloplos Scoloplos armiger,77.9983,140.0817,48,pol,
Animalia,Annelida,,Polychaeta,,,,Capitellidae,Scyphoproctus,Scyphoproctus djiboutiensis,10.4044,122.5091,,pol,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Scyracepon,Scyracepon distincta,21.7500,113.5000,32,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Septembopyrina,Septembopyrina tozeumaophila,18.5000,108.5000,29,iso,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5417,126.9750,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5450,126.9700,1400,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5500,126.9667,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5500,126.9667,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5417,126.9750,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5500,126.9670,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai longipedata,27.5500,126.9670,1395,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai sagamiensis,34.9729,139.5257,1103,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai sagamiensis,35.0000,139.2300,1170,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai sagamiensis,35.0000,139.2300,1170,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai sagamiensis,34.0000,139.2300,1170,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai semilonga,28.3917,127.6417,625,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Shinkai,Shinkai semilonga,28.3917,127.6420,625,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum japonicum,40.0000,145.0000,1660,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum minutum,56.8500,174.0500,3785,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum ordinatum,21.1117,157.8917,557.8,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum ordinatum,21.1533,157.9383,539.5,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum pellucidum,54.6167,170.7667,3252,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,51.1483,145.3152,675,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,51.1483,145.3152,675,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3749,143.9856,386,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3749,143.9856,386,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3777,143.9841,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,51.1483,145.3152,675,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,51.8299,144.2968,230.5,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3669,143.9813,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3749,143.9856,386,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum plumosum,54.3777,143.9840,382,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum pusillum,49.5167,157.5167,5540,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum pusillum,49.5167,157.5167,5540,pol,
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Siboglinum,Siboglinum pusillum,39.7571,147.1893,5220,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra hanaokai,35.5344,139.7798,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.5200,126.0600,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.5300,126.3500,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.5400,126.0700,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.7700,126.0800,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.7700,126.4500,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.9000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,35.9900,126.4800,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.0400,125.1200,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1000,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1000,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1000,126.3700,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1800,126.0800,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.1900,126.1000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.2500,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.2500,126.1900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.2500,126.3400,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.2600,126.3700,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.4500,125.8300,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.4500,126.0900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.4500,126.1000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.4500,126.2800,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.4500,126.4500,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.5700,126.0100,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.6400,126.1300,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.6400,126.2100,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.7100,125.8900,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.9200,125.6800,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.9200,125.7100,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,36.9400,126.1000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.0000,126.7000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.0000,126.7000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.1000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.4000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.6000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.3000,126.7000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.4000,126.2000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.4000,126.5000,,pol,
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Sigambra,Sigambra tentaculata,37.4000,126.6000,,pol,
